"WP_NAME,C,50","WARD,C,5","PRECINCT,C,5","DISTRICT,C,10","POP_2010,N,10,0","TOWN,C,35","TOWN_ID,N,5,0","AREA_SQMI,N,19,11","AREA_ACRES,N,19,11","YEAR,N,10,0","SHAPE_AREA,N,19,11","SHAPE_LEN,N,19,11"
Boston City Ward 20 Precinct 14,20,14,20-14,1176,BOSTON,35,0.1709862,109.43116736,2016,442852.222436,3103.32151019
Boston City Ward 18 Precinct 20,18,20,18-20,2907,BOSTON,35,0.68288029,437.04338668,2016,1768651.83626,7564.37980089
Boston City Ward 20 Precinct 18,20,18,20-18,1253,BOSTON,35,0.14218886,91.00086852,2016,368267.449219,2767.60726592
Boston City Ward 20 Precinct 1,20,1,20-1,2162,BOSTON,35,0.16439946,105.21565524,2016,425792.65016,3392.12616395
Mendon Town Precinct 1,,1,1,5839,MENDON,179,17.986,11511.17,2012,46584242.3361,30380.3282501
Millville Town Precinct 1,,1,1,3190,MILLVILLE,188,4.964,3177.03,2012,12857028.4661,15722.5746993
Worthington Town Precinct 1,,1,1,1156,WORTHINGTON,349,32.092,20538.79,2012,83117883.3639,45089.4887462
Manchester-by-the-Sea Town Precinct 1,,1,1,5136,MANCHESTER,166,7.835,5014.61,2012,20293488.6098,35618.1697098
Nahant Town Precinct 1,,1,1,3410,NAHANT,196,1.049,671.48,2012,2717385.74338,19020.1365272
Topsfield Town Precinct 1,,1,1,6085,TOPSFIELD,298,12.819,8204.19,2012,33201318.4596,31273.353195
Wenham Town Precinct 1,,1,1,4875,WENHAM,320,8.142,5210.93,2012,21087954.7299,25522.6928191
Becket Town Precinct 1,,1,1,1779,BECKET,22,47.785,30582.62,2012,123763987.313,50060.0459203
Berlin Town Precinct 1,,1,1,2866,BERLIN,28,13.174,8431.23,2012,34120118.8837,25958.424817
Whately Town Precinct 1,,1,1,1496,WHATELY,337,20.642,13210.79,2012,53462394.0431,32822.282804
Goshen Town Precinct 1,,1,1,1054,GOSHEN,108,17.701,11328.7,2012,45845812.2255,33754.5744905
Chilmark Town Precinct 1,,1,1,866,CHILMARK,62,20.455,13091.35,2012,52979024.867,57782.2107645
Wrentham Town Precinct 2,,2,2,3663,WRENTHAM,350,7.968,5099.77,2012,20638104.0551,27725.5374458
Wrentham Town Precinct 1,,1,1,3582,WRENTHAM,350,10.444,6683.86,2012,27048734.8901,30503.4363733
Dover Town Precinct 1,,1,1,5589,DOVER,78,15.432,9876.76,2012,39969982.8762,37795.0936118
Marion Town Precinct 1,,1,1,4907,MARION,169,14.026,8976.71,2012,36327602.1573,63951.2830482
Mattapoisett Town Precinct 1,,1,1,6045,MATTAPOISETT,173,17.386,11127.07,2012,45029839.3095,54846.0064489
Boston City Ward 12 Precinct 7,12,7,12-7,4293,BOSTON,35,0.91340843,584.58139825,2016,2365716.98591,6803.63284874
Boston City Ward 14 Precinct 11,14,11,14-11,1882,BOSTON,35,0.1449643,92.77715046,2016,375455.807181,2980.31084162
Boston City Ward 19 Precinct 7,19,7,19-7,2079,BOSTON,35,0.83780214,536.19337167,2016,2169897.58979,9344.49567571
Boston City Ward 18 Precinct 3,18,3,18-3,2748,BOSTON,35,0.30534307,195.41956202,2016,790834.90961,3784.38518655
Boston City Ward 14 Precinct 8,14,8,14-8,2016,BOSTON,35,0.37415501,239.45920859,2016,969057.036186,5199.94135272
Boston City Ward 19 Precinct 9,19,9,19-9,962,BOSTON,35,0.06896874,44.139995,2016,178628.222238,2973.57584361
Boston City Ward 12 Precinct 8,12,8,12-8,1277,BOSTON,35,0.07132224,45.64623284,2016,184723.750536,2410.17877372
Boston City Ward 2 Precinct 7,2,7,2-7,1504,BOSTON,35,0.44244234,283.16309501,2016,1145920.38964,8881.18137572
Boston City Ward 2 Precinct 2,2,2,2-2,4749,BOSTON,35,0.40037114,256.23753094,2016,1036956.49774,10988.5900102
Boston City Ward 3 Precinct 6,3,6,3-6,5643,BOSTON,35,0.42692494,273.23196281,2016,1105730.52348,5586.02975715
West Newbury Town Precinct 1,,1,1,4235,WEST NEWBURY,324,14.638,9368.42,2012,37912805.2538,25947.191151
Oakham Town Precinct 1,,1,1,1902,OAKHAM,222,21.218,13579.37,2012,54953969.6866,31529.2208335
Rowley Town Precinct 1,,1,1,5856,ROWLEY,254,18.549,11871.28,2012,48041557.3625,85494.5636612
Russell Town Precinct 1,,1,1,1775,RUSSELL,256,17.746,11357.62,2012,45962843.5076,31581.831012
Hatfield Town Precinct 1,,1,1,3279,HATFIELD,127,16.835,10774.53,2012,43603141.6535,30192.7922713
Huntington Town Precinct 1,,1,1,2180,HUNTINGTON,143,26.792,17146.99,2012,69391673.7613,39822.2593744
Blandford Town Precinct 1,,1,1,1233,BLANDFORD,33,53.43,34195.18,2012,138383529.902,46289.5233218
East Brookfield Town Precinct 1,,1,1,2183,EAST BROOKFIELD,84,10.404,6658.5,2012,26946090.3411,25358.3225343
Boston City Ward 3 Precinct 2,3,2,3-2,1928,BOSTON,35,0.06576209,42.08773784,2016,170323.032167,3390.80115522
Boston City Ward 21 Precinct 3,21,3,21-3,3784,BOSTON,35,0.10381616,66.44234549,2016,268882.632551,2757.10509884
Boston City Ward 21 Precinct 14,21,14,21-14,1566,BOSTON,35,0.04010433,25.6667731,2016,103869.745546,1644.88119132
Boston City Ward 22 Precinct 1,22,1,22-1,5538,BOSTON,35,0.80507792,515.24986864,2016,2085142.24003,7550.78079159
Boston City Ward 22 Precinct 5,22,5,22-5,1977,BOSTON,35,0.31056918,198.76427509,2016,804370.483185,4742.18931507
Boston City Ward 22 Precinct 12,22,12,22-12,2168,BOSTON,35,0.23870869,152.77355843,2016,618252.656116,4915.79308165
Boston City Ward 22 Precinct 11,22,11,22-11,1545,BOSTON,35,0.17715286,113.3778288,2016,458823.794622,3882.57858892
Boston City Ward 22 Precinct 8,22,8,22-8,2243,BOSTON,35,0.25127042,160.81307124,2016,650787.410145,3519.89564427
Boston City Ward 21 Precinct 16,21,16,21-16,5446,BOSTON,35,0.43695964,279.65417268,2016,1131720.28474,4777.64216265
Boston City Ward 21 Precinct 12,21,12,21-12,2466,BOSTON,35,0.06258874,40.05679307,2016,162104.090279,1856.90883006
Boston City Ward 5 Precinct 10,5,10,5-10,6327,BOSTON,35,0.15761192,100.87162718,2016,408212.992301,3593.34642201
Boston City Ward 21 Precinct 2,21,2,21-2,6811,BOSTON,35,0.19341217,123.78378725,2016,500935.214411,4856.9887468
Savoy Town Precinct 1,,1,1,692,SAVOY,263,36.019,23051.98,2012,93288433.4692,45359.3674465
Brimfield Town Precinct 1,,1,1,3609,BRIMFIELD,43,35.288,22584.54,2012,91396756.7178,42394.813518
Chester Town Precinct 1,,1,1,1337,CHESTER,59,37.189,23801.17,2012,96320286.6283,37552.6895162
Shelburne Town Precinct 1,,1,1,1893,SHELBURNE,268,23.384,14965.63,2012,60563989.3609,35574.1576679
Shutesbury Town Precinct 1,,1,1,1771,SHUTESBURY,272,27.118,17355.21,2012,70234330.0946,40421.5543032
Plympton Town Precinct 1,,1,1,2820,PLYMPTON,240,15.1,9664.02,2012,39109078.0261,27815.4006153
Boston City Ward 13 Precinct 10,13,10,13-10,2094,BOSTON,35,0.36565006,234.01603522,2016,947029.295083,8111.15982531
Boston City Ward 13 Precinct 3,13,3,13-3,3730,BOSTON,35,0.40873026,261.58736393,2016,1058606.50375,4579.77645969
Boston City Ward 16 Precinct 10,16,10,16-10,1923,BOSTON,35,0.30964855,198.17507017,2016,801986.055493,5157.9045602
Boston City Ward 17 Precinct 13,17,13,17-13,1832,BOSTON,35,0.28875565,184.80361607,2016,747873.700568,6625.95516451
Boston City Ward 16 Precinct 12,16,12,16-12,1586,BOSTON,35,0.27543168,176.27627723,2016,713364.784641,4348.13807328
Boston City Ward 16 Precinct 2,16,2,16-2,1208,BOSTON,35,0.33825301,216.48192558,2016,876071.270885,5685.49454637
Boston City Ward 6 Precinct 4,6,4,6-4,1994,BOSTON,35,0.18404409,117.78821589,2016,476671.997976,4051.98888733
Boston City Ward 6 Precinct 7,6,7,6-7,1711,BOSTON,35,0.19567169,125.22988006,2016,506787.344401,3901.49590897
Granville Town Precinct 1,,1,1,1566,GRANVILLE,112,42.999,27519.05,2012,111366108.386,43954.1165637
Hampden Town Precinct 1,,1,1,5139,HAMPDEN,120,19.674,12591.17,2012,50954879.9091,29439.7810379
Nantucket Town Precinct 1,,1,1,10172,NANTUCKET,197,48.997,31357.86,2012,126901265.383,196526.851731
Rockport Town Precinct 1,,1,1,1622,ROCKPORT,252,1.566,1002.04,2012,4055135.66826,11283.126186
New Ashford Town Precinct 1,,1,1,228,NEW ASHFORD,200,13.479,8626.37,2012,34909831.2423,27060.5544136
Rochester Town Precinct 1,,1,1,5232,ROCHESTER,250,36.037,23063.59,2012,93335411.265,43444.5294009
Chatham Town Precinct 1,,1,1,6125,CHATHAM,55,16.663,10664.48,2012,43157773.322,132107.439127
Eastham Town Precinct 1,,1,1,4956,EASTHAM,86,14.33,9171.21,2012,37114721.8432,72627.4370461
Orleans Town Precinct 1,,1,1,5890,ORLEANS,224,14.401,9216.91,2012,37299666.6537,97960.9259667
Provincetown Town Precinct 1,,1,1,2942,PROVINCETOWN,242,9.887,6327.41,2012,25606212.1143,46334.5199741
Cheshire Town Precinct 1,,1,1,3235,CHESHIRE,58,27.513,17608.49,2012,71259312.2025,42298.7635682
Clarksburg Town Precinct 1,,1,1,1702,CLARKSBURG,63,12.793,8187.34,2012,33133105.5994,25516.3266681
Egremont Town Precinct 1,,1,1,1225,EGREMONT,90,18.918,12107.44,2012,48997263.4748,33359.873216
Erving Town Precinct 1,,1,1,1800,ERVING,91,14.393,9211.59,2012,37278126.5262,34304.460579
Gosnold Town Precinct 1,,1,1,75,GOSNOLD,109,13.504,8642.27,2012,34974146.4568,99161.5236604
Boston City Ward 7 Precinct 1,7,1,7-1,1506,BOSTON,35,0.08988669,57.52748224,2016,232805.460951,2826.30082686
Boston City Ward 6 Precinct 9,6,9,6-9,1748,BOSTON,35,0.33164707,212.25412239,2016,858961.958391,8024.64592244
Boston City Ward 7 Precinct 7,7,7,7-7,2209,BOSTON,35,0.20793339,133.07736891,2016,538545.00504,3449.49139891
Boston City Ward 7 Precinct 3,7,3,7-3,2338,BOSTON,35,0.099732,63.82847682,2016,258304.68134,2556.25468203
Boston City Ward 3 Precinct 8,3,8,3-8,8557,BOSTON,35,0.35600438,227.8428033,2016,922047.111816,4217.92361801
Boston City Ward 8 Precinct 1,8,1,8-1,1908,BOSTON,35,0.20724316,132.63562221,2016,536757.319565,4686.75757328
Boston City Ward 6 Precinct 1,6,1,6-1,4806,BOSTON,35,1.041064,666.28096172,2016,2696343.38906,16263.6670722
Boston City Ward 3 Precinct 5,3,5,3-5,4994,BOSTON,35,0.24621663,157.57864078,2016,637698.134475,5118.49775021
Boston City Ward 2 Precinct 1,2,1,2-1,1871,BOSTON,35,0.2761685,176.74783809,2016,715273.123716,4933.36446066
New Marlborough Town Precinct 1,,1,1,1509,NEW MARLBOROUGH,203,47.903,30657.71,2012,124067838.806,47670.2011499
Wilmington Town Precinct 4,,4,4,3763,WILMINGTON,342,2.726,1744.89,2012,7061354.18669,16788.9066728
Wilmington Town Precinct 5,,5,5,3826,WILMINGTON,342,2.005,1283.13,2012,5192659.71303,14053.8380477
Wilmington Town Precinct 6,,6,6,3823,WILMINGTON,342,5.045,3228.85,2012,13066733.983,17696.6689359
Holland Town Precinct 1,,1,1,2481,HOLLAND,135,13.062,8359.61,2012,33830289.9352,23995.74877
Lanesborough Town Precinct 1,,1,1,3091,LANESBOROUGH,148,29.576,18928.33,2012,76600529.7384,42151.0385559
Charlemont Town Precinct 1,,1,1,1266,CHARLEMONT,53,26.359,16869.58,2012,68269034.0332,49840.4200063
Boston City Ward 1 Precinct 8,1,8,1-8,3984,BOSTON,35,0.11846205,75.81571195,2016,306815.300821,3839.95801198
Boston City Ward 1 Precinct 3,1,3,1-3,3965,BOSTON,35,0.15042605,96.27266985,2016,389601.672273,4463.23259654
Boston City Ward 1 Precinct 6,1,6,1-6,3293,BOSTON,35,0.07887274,50.47855329,2016,204279.457567,2991.92050745
Boston City Ward 1 Precinct 9,1,9,1-9,2764,BOSTON,35,0.12256122,78.43918059,2016,317432.10172,3482.91348455
Boston City Ward 1 Precinct 7,1,7,1-7,3225,BOSTON,35,0.08864772,56.73453956,2016,229596.535802,3701.35306831
Boston City Ward 1 Precinct 1,1,1,1-1,2047,BOSTON,35,2.40813493,1541.20635711,2016,6237040.84451,21246.6901213
Boston City Ward 1 Precinct 14,1,14,1-14,996,BOSTON,35,0.3205772,205.16940649,2016,830291.130343,4548.94707483
Winchester Town Precinct 1,,1,1,2715,WINCHESTER,344,0.712,455.4,2012,1842941.04436,7432.76863073
Winchester Town Precinct 2,,2,2,2715,WINCHESTER,344,0.836,534.8,2012,2164279.39469,10978.7208932
Otis Town Precinct 1,,1,1,1612,OTIS,225,38.03,24339.15,2012,98497436.9747,50391.5064394
Peru Town Precinct 1,,1,1,847,PERU,233,26.027,16657.16,2012,67409418.478,36944.0146263
Colrain Town Precinct 1,,1,1,1671,COLRAIN,66,43.388,27768.17,2012,112374231.569,46981.6549565
West Brookfield Town Precinct 1,,1,1,3701,WEST BROOKFIELD,323,21.118,13515.38,2012,54695015.7434,42904.4978712
Westhampton Town Precinct 1,,1,1,1607,WESTHAMPTON,331,27.354,17506.7,2012,70847384.4324,34716.942837
Boston City Ward 1 Precinct 12,1,12,1-12,2232,BOSTON,35,0.47551106,304.32708089,2016,1231568.00179,8494.54497421
Boston City Ward 5 Precinct 11,5,11,5-11,1425,BOSTON,35,0.05058794,32.37627866,2016,131022.15121,2215.45669935
Boston City Ward 5 Precinct 5,5,5,5-5,783,BOSTON,35,0.02091602,13.38625073,2016,54172.2347345,1204.42142324
Boston City Ward 1 Precinct 10,1,10,1-10,2414,BOSTON,35,0.13184017,84.37770671,2016,341464.464322,2867.10923062
Boston City Ward 1 Precinct 11,1,11,1-11,3446,BOSTON,35,0.21702619,138.89676145,2016,562095.251129,4109.84932602
Boston City Ward 10 Precinct 4,10,4,10-4,3114,BOSTON,35,0.08337397,53.35933934,2016,215937.585087,2615.59634444
Boston City Ward 8 Precinct 2,8,2,8-2,4829,BOSTON,35,0.24899262,159.35527658,2016,644887.924482,3803.05092481
Boston City Ward 20 Precinct 11,20,11,20-11,1048,BOSTON,35,0.12134991,77.66394332,2016,314294.827821,2783.38748283
Boston City Ward 20 Precinct 8,20,8,20-8,1739,BOSTON,35,0.12313969,78.80939852,2016,318930.320555,3048.9579203
Boston City Ward 4 Precinct 10,4,10,4-10,5594,BOSTON,35,0.31388318,200.88523671,2016,812953.710325,4138.02310101
Boston City Ward 4 Precinct 7,4,7,4-7,4234,BOSTON,35,0.06968419,44.59788163,2016,180481.223719,2643.87964433
Boston City Ward 10 Precinct 8,10,8,10-8,2979,BOSTON,35,0.19284622,123.42158314,2016,499469.426386,3457.64504824
New Braintree Town Precinct 1,,1,1,999,NEW BRAINTREE,202,20.944,13404.14,2012,54244850.129,42558.3358486
Alford Town Precinct 1,,1,1,494,ALFORD,6,11.538,7384.22,2012,29882999.1936,25355.5830848
Winchester Town Precinct 3,,3,3,2732,WINCHESTER,344,0.668,427.43,2012,1729767.65418,7008.72425595
Winchester Town Precinct 4,,4,4,2674,WINCHESTER,344,0.593,379.63,2012,1536298.61259,6008.10086051
Winchester Town Precinct 5,,5,5,2665,WINCHESTER,344,1.317,842.83,2012,3410819.72947,10804.5740707
Winchester Town Precinct 6,,6,6,2611,WINCHESTER,344,1.1,704.02,2012,2849087.79285,7611.80450339
Harvard Town Precinct 1,,1,1,6520,HARVARD,125,27.168,17387.62,2012,70365462.8678,38898.2188259
Shirley Town Precinct 1,,1,1,7211,SHIRLEY,270,15.934,10197.92,2012,41269690.8576,34489.0262942
Boston City Ward 3 Precinct 1,3,1,3-1,4256,BOSTON,35,0.10281378,65.80081707,2016,266286.459144,4858.18773155
Boston City Ward 5 Precinct 7,5,7,5-7,2802,BOSTON,35,0.08543503,54.67842201,2016,221275.723296,2733.39847769
Boston City Ward 5 Precinct 8,5,8,5-8,2762,BOSTON,35,0.08050727,51.52465332,2016,208512.874199,2503.44500006
Boston City Ward 5 Precinct 6,5,6,5-6,2376,BOSTON,35,0.0900739,57.64729692,2016,233290.333779,2706.32489902
Boston City Ward 5 Precinct 9,5,9,5-9,4225,BOSTON,35,0.1138099,72.83833728,2016,294766.293022,2370.6110039
Boston City Ward 18 Precinct 12,18,12,18-12,2242,BOSTON,35,0.593395,379.77279745,2016,1536885.98439,5340.7631175
Boston City Ward 18 Precinct 23,18,23,18-23,1962,BOSTON,35,0.20167816,129.07402249,2016,522344.036862,3373.82105847
Boston City Ward 20 Precinct 3,20,3,20-3,2617,BOSTON,35,0.49154375,314.58799951,2016,1273092.46624,6003.87623861
Boston City Ward 18 Precinct 16,18,16,18-16,2214,BOSTON,35,0.30938344,198.00540094,2016,801299.428472,3908.02016445
Boston City Ward 18 Precinct 17,18,17,18-17,2316,BOSTON,35,0.23969447,153.40446166,2016,620805.830911,3896.46413244
Boston City Ward 18 Precinct 18,18,18,18-18,2982,BOSTON,35,0.36148925,231.35311751,2016,936252.849438,5977.67614548
Boston City Ward 5 Precinct 2A,5,2A,5-2A,0,BOSTON,35,0.04030712,25.79655849,2016,104394.968415,1548.11258013
Winchester Town Precinct 7,,7,7,2606,WINCHESTER,344,0.721,461.7,2012,1868428.21953,7682.74873388
Winchester Town Precinct 8,,8,8,2656,WINCHESTER,344,0.398,254.42,2012,1029586.90813,6041.66615626
Montgomery Town Precinct 1,,1,1,838,MONTGOMERY,194,15.241,9754.51,2012,39475243.0443,29371.097292
Aquinnah Town Precinct 1,,1,1,311,AQUINNAH,104,5.769,3692.28,2012,14942176.8116,21309.3590668
Conway Town Precinct 1,,1,1,1897,CONWAY,68,37.866,24234.27,2012,98073010.3159,47406.6313163
Boston City Ward 1 Precinct 13,1,13,1-13,3508,BOSTON,35,0.27230854,174.27746624,2016,705275.883517,4121.84534483
Boston City Ward 1 Precinct 2,1,2,1-2,2608,BOSTON,35,0.07336207,46.951726,2016,190006.893923,1740.1205385
Boston City Ward 1 Precinct 5,1,5,1-5,3649,BOSTON,35,0.15879972,101.6318195,2016,411289.381453,2926.38338032
Boston City Ward 2 Precinct 3,2,3,2-3,1907,BOSTON,35,0.05546404,35.49698725,2016,143651.210825,1631.42525976
Boston City Ward 2 Precinct 5,2,5,2-5,1832,BOSTON,35,0.05753085,36.81974653,2016,149004.227701,2144.68767693
Boston City Ward 2 Precinct 4,2,4,2-4,1892,BOSTON,35,0.0511858,32.75891388,2016,132570.621028,1735.86103605
Boston City Ward 2 Precinct 6,2,6,2-6,2684,BOSTON,35,0.06850213,43.84136017,2016,177419.689972,2099.90838623
Boston City Ward 3 Precinct 3,3,3,3-3,2453,BOSTON,35,0.05035488,32.22712279,2016,130418.538841,2264.98474917
Boston City Ward 3 Precinct 4,3,4,3-4,1991,BOSTON,35,0.04046777,25.89937387,2016,104811.047477,1521.70571282
Boston City Ward 3 Precinct 7,3,7,3-7,4396,BOSTON,35,0.11847795,75.82588571,2016,306856.472587,2366.74029918
Boston City Ward 4 Precinct 2,4,2,4-2,3864,BOSTON,35,0.17767862,113.71431969,2016,460185.524964,3052.18722516
Boston City Ward 4 Precinct 1,4,1,4-1,2220,BOSTON,35,0.04747946,30.38685677,2016,122971.246466,1545.69423282
Boston City Ward 4 Precinct 3,4,3,4-3,1520,BOSTON,35,0.03478668,22.2634737,2016,90097.0815393,1458.66446261
Boston City Ward 4 Precinct 5,4,5,4-5,2998,BOSTON,35,0.05958987,38.13751377,2016,154337.042533,2168.57784814
Boston City Ward 1 Precinct 15,1,15,1-15,535,BOSTON,35,0.68329868,437.31115622,2016,1769735.46113,14030.8385522
Boston City Ward 1 Precinct 4,1,4,1-4,2377,BOSTON,35,0.09919682,63.48596728,2016,256918.594418,3795.50584118
Boston City Ward 20 Precinct 2,20,2,20-2,2254,BOSTON,35,0.1654058,105.85971317,2016,428399.060114,3765.76825807
Boston City Ward 21 Precinct 7,21,7,21-7,1716,BOSTON,35,0.07014899,44.89535118,2016,181685.040267,1942.06774525
Boston City Ward 21 Precinct 5,21,5,21-5,2758,BOSTON,35,0.06989804,44.73474636,2016,181035.095624,2211.09059081
Ashburnham Town Precinct 1,,1,1,6081,ASHBURNHAM,11,40.967,26219.14,2012,106105537.672,41796.414828
Winthrop Town Precinct 4,,4,4,2812,WINTHROP,346,0.265,169.69,2012,686722.67279,6033.10382583
Winthrop Town Precinct 2,,2,2,2950,WINTHROP,346,0.614,392.73,2012,1589337.23321,10088.8567901
Winthrop Town Precinct 5,,5,5,2850,WINTHROP,346,0.268,171.37,2012,693507.356866,3801.3382529
Winthrop Town Precinct 1,,1,1,2926,WINTHROP,346,0.397,254.09,2012,1028261.31978,5318.47133329
Deerfield Town Precinct 1,,1,1,5125,DEERFIELD,74,33.453,21409.97,2012,86643428.3365,45085.6424277
Gill Town Precinct 1,,1,1,1500,GILL,106,14.793,9467.21,2012,38312589.0403,32060.9217197
Boston City Ward 4 Precinct 6,4,6,4-6,2548,BOSTON,35,0.04466366,28.58474181,2016,115678.345977,1541.21705417
Boston City Ward 4 Precinct 4,4,4,4-4,2613,BOSTON,35,0.04508249,28.85279544,2016,116763.120513,1486.31809619
Boston City Ward 4 Precinct 8,4,8,4-8,4630,BOSTON,35,0.10421553,66.69793786,2016,269916.97819,2494.11401728
Boston City Ward 4 Precinct 9,4,9,4-9,4753,BOSTON,35,0.15166188,97.06360488,2016,392802.472793,2961.86324737
Boston City Ward 5 Precinct 4,5,4,5-4,2834,BOSTON,35,0.02770887,17.7336756,2016,71765.6389877,1108.71317307
Boston City Ward 5 Precinct 3,5,3,5-3,2134,BOSTON,35,0.18144119,116.12236161,2016,469930.52487,3113.00349567
Boston City Ward 5 Precinct 1,5,1,5-1,7094,BOSTON,35,0.18746869,119.97996059,2016,485541.674052,3053.31074451
Boston City Ward 9 Precinct 2,9,2,9-2,2647,BOSTON,35,0.05709457,36.54052161,2016,147874.244565,2114.65393814
Boston City Ward 9 Precinct 1,9,1,9-1,2579,BOSTON,35,0.0565176,36.17126132,2016,146379.901197,1552.57201161
Boston City Ward 5 Precinct 2,5,2,5-2,4344,BOSTON,35,0.12999548,83.19710595,2016,336686.742533,2941.81802218
Boston City Ward 6 Precinct 3,6,3,6-3,2004,BOSTON,35,0.0600441,38.42822625,2016,155513.51421,1822.79038429
Boston City Ward 6 Precinct 5,6,5,6-5,1795,BOSTON,35,0.13400815,85.76521302,2016,347079.503128,2856.54754357
Boston City Ward 6 Precinct 6,6,6,6-6,1637,BOSTON,35,0.0519737,33.2631707,2016,134611.275972,1922.6439733
Boston City Ward 6 Precinct 2,6,2,6-2,1685,BOSTON,35,0.05961596,38.15421698,2016,154404.638027,2117.47271624
Boston City Ward 6 Precinct 8,6,8,6-8,1709,BOSTON,35,0.04839889,30.97529041,2016,125352.552942,1416.49615653
Boston City Ward 7 Precinct 2,7,2,7-2,1965,BOSTON,35,0.05352623,34.25678638,2016,138632.295961,1558.55296406
Boston City Ward 7 Precinct 6,7,6,7-6,1962,BOSTON,35,0.08692745,55.63357039,2016,225141.071618,2864.54956315
Boston City Ward 8 Precinct 5,8,5,8-5,2376,BOSTON,35,0.09899297,63.35550206,2016,256390.620405,3216.41600098
Boston City Ward 8 Precinct 3,8,3,8-3,1705,BOSTON,35,0.18185689,116.38841211,2016,471007.193044,3959.33717098
Boston City Ward 12 Precinct 1,12,1,12-1,2407,BOSTON,35,0.15599028,99.83377599,2016,404012.957555,3004.42951405
Boston City Ward 9 Precinct 5,9,5,9-5,2904,BOSTON,35,0.23292472,149.07182111,2016,603272.256645,4088.79834941
Boston City Ward 10 Precinct 2,10,2,10-2,2474,BOSTON,35,0.06428528,41.14258006,2016,166498.114331,2152.7936819
Boston City Ward 10 Precinct 1,10,1,10-1,1536,BOSTON,35,0.03448603,22.07105759,2016,89318.401159,1549.29174907
Boston City Ward 9 Precinct 4,9,4,9-4,5358,BOSTON,35,0.20866999,133.54879411,2016,540452.795136,4853.60355422
Boston City Ward 9 Precinct 3,9,3,9-3,4784,BOSTON,35,0.11711623,74.95438696,2016,303329.64224,2656.15112254
Boston City Ward 8 Precinct 4,8,4,8-4,999,BOSTON,35,0.07614924,48.73551236,2016,197225.621207,2461.21979212
Hawley Town Precinct 1,,1,1,337,HAWLEY,129,30.883,19765.22,2012,79987320.2756,36525.5705309
Heath Town Precinct 1,,1,1,706,HEATH,130,24.924,15951.64,2012,64554245.889,33859.8273752
Leverett Town Precinct 1,,1,1,1851,LEVERETT,154,22.971,14701.18,2012,59493816.5032,31480.4720507
Wales Town Precinct 1,,1,1,1838,WALES,306,15.96,10214.27,2012,41335859.3807,26391.5747711
North Brookfield Town Precinct 1,,1,1,4680,NORTH BROOKFIELD,212,21.946,14045.32,2012,56839632.3518,31066.0356579
